Tweet ID,Tweets with Decoded emojis,Final Annotation
16283,راحت تغير الزيت جابت العيد في ابو سعيد ربي يحفظ الجميع كنتي ملكه مدلله وش حادك على هذه البهذله والمشاكل ربي يحفظكن ويصلحكن,ليست تهكم
16284,حلوه اللبن جابت العيد كثير في العيال,تهكم
16285,طيب وتبديلات انزاغي اللي جابت العيد بالفريق,ليست تهكم
16286,جابت العيد راح فيها الرجال مسكين :thinking::thinking::scream::scream::roll_eyes::roll_eyes:,ليست تهكم
16287,جابت العيد الله يستر عليها وعلى جميع المسلمين والمسلمات,تهكم
16288,"ملك التانين جابت العيد وتقول غير هه ,, :joy::facepalm:🏻‍:male_sign::broken_heart:",ليست تهكم
16289,واللهي جابت العيد بس يلا في مجال حذف بكيفها:sob::sob:,ليست تهكم
16290,ويسبب حوادث يعني لازم تشيلين رجلك من البنزين وتتركين السياره تخفف سرعتها كم ثانيه ويعديين تدعسين فرامل بشوويش مو كذا ورا بعض ف دايما سوقي برجلك اليمين وبدلي رجلك ع راحتك للاسف مدربتك جابت فيك العيد,تهكم
16291,هنا ادركنا انها جابت فينا العيد,تهكم
16292,والله انها جابت العيد قبل حبه,تهكم
16293,جابت العيد في البنشري يوم ماتعرفي تسوقين مالك ومال السواقه :joy::joy:,تهكم
16294,ليش جابت العيد الا العيد جا لحاله هي مالها دخل تبغى تجرب حياه الشقى :see_no_evil:,تهكم
16295,الحكومي مافيه وزي الخرا والله اتذكر رحت زمان ومنجد جابت العيد فيني عاد والله اروح لاي احد خلاص وصلت معيي,تهكم
16296,ميزه البنت السعوديه جابت العيد:sweat_smile:,تهكم
16297,اوك مين جابت العيد بلا شك انا دعواتكم يردون بسرعه ولا بنهار,ليست تهكم
16298,كان عاجبني افتح قناه يوطيوب بس للاسف سالفه اللثغه جابت بيه العيد فراح استثمر مهاراتي و الامور الي كنت محضرها لليوتيوب لتويتر بالمختصر منصتي الرئيسيه تويتر من هنا و رايح و هي الي راح اركز عليهه ففرحوا لان راح يكون المحتوى اقوى انا اليوتيوب فراح اسوي و مونتاج على افلام او العاب,تهكم
16299,المانجاكا حرفيا حافظ مش فاهم مين يعيش بالصحراء بزمنا ذا :sob: اختنا كانت مهتمه تحشر العرب بعملها بس جابت ام العيد,ليست تهكم
16300,كنت داريه بس الحبابيه جابت العيد فينا هه,ليست تهكم
16301,المفروض على الاقل يوقفها شوي ويركها على جنب دقايق ويحذرها مو يمشها بس مصايب حوادث البنات جابت لنا العيد بسبه تساهل رجل المرور معهن وعدم ادائه لمهنته بامانه صراحه سقطه على رجل المرور :raised_eyebrow::thumbsdown:,تهكم
16302,جابت العيد فيه هه,تهكم
16303,جابت العيد:joy: اللهم لاشماته,تهكم
16304,هه شكلها جابت العيد يسعد مساكم,تهكم
16305,جابت العيد لاتغردين بهلجتك فضيحه :joy::joy:,تهكم
16306,دعوه د سكر جابت فيك العيد:sob:,تهكم
16307,اهخ والله كارثه تعامل سولشاير امس غير اللعيبه الي جابت ام العيد الله يحىرقهم,ليست تهكم
16308,ما حد يحدث البلاي ستشين بكل تحديثات سوني لانها جابت العيد وشكاوي كثير على تحديثات سوني للبلاي ستشين,تهكم
16309,جابت العيد:sob::broken_heart::broken_heart: ملاك يا كلبه اتذكريي:sob::sob: الكيبوبيه ذيك اصبريي لاا هي انتقلت للثانوي ما رح نلتقي معاها مره ثانيه يا ربيي:sob::broken_heart::broken_heart:,تهكم
16310,جابت العيد يعنني بغير زيت :joy:,تهكم
16311,خله ساكت يا دووك اخاف يجيب العيد مثل ما كورونا جابت العيد قالوا وباء قالوو طلعت كرنفال ودراما كوميديا بايخه لازلت مصرا علي تجاهل تطعيمهم ومعي الكثيرين وربنا سيحمينا من ترهاتهم لا للتطعيم الاجباري,تهكم
16312,والله اني عارف انها حرمه اللي تسوق جابت العيد,ليست تهكم
16313,ي رب لطفك والله جابت العيد,ليست تهكم
16314,لا حول ولا قوه الا بالله حرمه تغير زيت و جابت العيد,ليست تهكم
16315,جد والله اشياء زي هذه مفروض تسلم سيارتها ل اخوها ابوها زوجها اي احد لانه كلهم رجال والنساء ما يفهموا فيها بس جابت العيد في حق نفسها والرجال,تهكم
16316,معكم اللي جابت العيد فيه وبترجع تكمل نومتها,ليست تهكم
16317,جابت العيد ف الادمي :joy:,ليست تهكم
16318,شفتي كيف حتى هي جابت العيد :joy:,ليست تهكم
16319,فيتوريا جابت فيه العيد بدايه الموسم كورونا اللاعبين واصابات ومشاكل اداريه ومع ذلك كان لعب الفريق استحواذ وشكل افضل اما الحين عندك لاعبين هدافين امام المباراه عندك حلول تهديف بس ماعندك مدرب يعطي تعليماته وتكتيكه للاعبين كيف يوصلون كوره بجمله تكتيكيه تبدا من الخلف او وسط الملعب,ليست تهكم
16320,ذي جابت العيد:joy:,تهكم
16321,يبدولي ان الشعبه جابت العيد,ليست تهكم
16322,جابت العيد عفست العامل :smiling_face_with_tear::broken_heart: شيل المدرب يامسلي,ليست تهكم
16323,الحاقا على كلامي السابق فريقنا انتهى جيله الذهبي والان في مرحله بناء حالنا حال مانشستر يونايتد بعد ما طلع فيرغيسون طبيعي جدا ناخذ سنوات اعاده بناء الاداره اللي قبل جابت العيد والان الاداره ذي عليها ثلاث مراحل وضع خطه وهدف تنفيذ الخطه بتنظيف الفريق بناء فريق,ليست تهكم
16324,اييوه الي جابت طاري العيد صح لسانك والله الوضع يقهر مره لازم يشوفون حل يايجيبون شيء جديد او يعيدون الاشياء الحلوه العيد ماله طعم بدون اناشيد المجد غرفه المجد,ليست تهكم
16325,انا شفتك دخلتي الدولاب قلت بس جابت العيد :joy::joy: كنت مستعد انقذك بس الحمدلله بالاخير انا اللي كنت محتاج انقاذ :broken_heart::rofl::rofl:,تهكم
16326,جابت العيد بدري,ليست تهكم
16327,كلمه للبنت الطويله جابت العيد من الحماس:joy::joy:,تهكم
16328,بكره مع بعض حتى لما جت تترجم اسمهم جابت العيد,ليست تهكم
16329,لبس الجنوب مو كذا احس جابت العيد ولبست كل شي مع بعض :shrug: صار زحمه بلقيس جنوب الدرب,ليست تهكم
16330,والله اختي جابت فيني العيد م,تهكم
16331,حرمه غشيمه في مشحمه بتغير زيت السياره جابت العيد في اليماني مسكين :disappointed_relieved:,ليست تهكم
16332,قاعده تضحك :sob::sob: جابت العيد :sob::sob: بدون سبب :sob::sob:,تهكم
16333,ليسا رقصه موني بالغلط واستوعبت انها جابت العيد وقعدت ترقعها:sob::sob::skull:,تهكم
